benchmark	measure	model	layer	spearman	spearmanp	permutation_test	permutation_testp
dwug_ru13	app+jsd	bert	11	0.154	0.108	0.154	0.139
dwug_ru13	app+apdp	bert	11	0.185	0.052	0.185	0.04
dwug_ru13	apd	bert	12	0.476	0.0	0.476	0.02
dwug_ru13	prt	bert	12	0.347	0.0	0.347	0.02
dwug_ru13	ap+jsd	bert	12	0.094	0.328	0.094	0.317
dwug_ru13	ap+apdp	bert	12	0.311	0.001	0.311	0.02
dwug_ru13	app+jsd	bert	12	0.012	0.899	0.012	0.772
dwug_ru13	app+apdp	bert	12	0.243	0.01	0.243	0.02
dwug_ru13	apd	mbert	1	0.214	0.024	0.214	0.02
dwug_ru13	prt	mbert	1	0.169	0.076	0.169	0.059
dwug_ru13	ap+jsd	mbert	1	-0.143	0.133	-0.143	0.099
dwug_ru13	ap+apdp	mbert	1	0.063	0.513	0.063	0.455
dwug_ru13	app+jsd	mbert	1	-0.123	0.198	-0.123	0.257
dwug_ru13	app+apdp	mbert	1	-0.036	0.709	-0.036	0.832
dwug_ru13	apd	mbert	2	0.218	0.021	0.218	0.02
dwug_ru13	prt	mbert	2	0.161	0.092	0.161	0.139
dwug_ru13	ap+jsd	mbert	2	-0.109	0.254	-0.109	0.337
dwug_ru13	ap+apdp	mbert	2	0.046	0.632	0.046	0.574
dwug_ru13	app+jsd	mbert	2	-0.151	0.113	-0.151	0.178
dwug_ru13	app+apdp	mbert	2	-0.038	0.695	-0.038	0.673
dwug_ru13	apd	mbert	3	0.242	0.011	0.242	0.04
dwug_ru13	prt	mbert	3	0.195	0.04	0.195	0.059
dwug_ru13	ap+jsd	mbert	3	-0.13	0.174	-0.13	0.238
dwug_ru13	ap+apdp	mbert	3	0.074	0.437	0.074	0.436
dwug_ru13	app+jsd	mbert	3	-0.031	0.747	-0.031	0.693
dwug_ru13	app+apdp	mbert	3	0.077	0.425	0.077	0.436
dwug_ru13	apd	mbert	4	0.28	0.003	0.28	0.02
dwug_ru13	prt	mbert	4	0.25	0.008	0.25	0.02
dwug_ru13	ap+jsd	mbert	4	-0.076	0.429	-0.076	0.455
dwug_ru13	ap+apdp	mbert	4	0.061	0.523	0.061	0.574
dwug_ru13	app+jsd	mbert	4	-0.224	0.018	-0.224	0.04
dwug_ru13	app+apdp	mbert	4	-0.053	0.578	-0.053	0.634
dwug_ru13	apd	mbert	5	0.318	0.001	0.318	0.02
dwug_ru13	prt	mbert	5	0.313	0.001	0.313	0.02
dwug_ru13	ap+jsd	mbert	5	-0.019	0.847	-0.019	0.95
dwug_ru13	ap+apdp	mbert	5	0.127	0.186	0.127	0.178
dwug_ru13	app+jsd	mbert	5	-0.1	0.298	-0.1	0.277
dwug_ru13	app+apdp	mbert	5	0.137	0.15	0.137	0.158
dwug_ru13	apd	mbert	6	0.347	0.0	0.347	0.02
dwug_ru13	prt	mbert	6	0.365	0.0	0.365	0.02
dwug_ru13	ap+jsd	mbert	6	0.035	0.715	0.035	0.832
dwug_ru13	ap+apdp	mbert	6	0.129	0.176	0.129	0.198
dwug_ru13	app+jsd	mbert	6	0.051	0.597	0.051	0.752
dwug_ru13	app+apdp	mbert	6	0.288	0.002	0.288	0.02
dwug_ru13	apd	mbert	7	0.429	0.0	0.429	0.02
dwug_ru13	prt	mbert	7	0.413	0.0	0.413	0.02
dwug_ru13	ap+jsd	mbert	7	0.158	0.097	0.158	0.139
dwug_ru13	ap+apdp	mbert	7	0.356	0.0	0.356	0.02
dwug_ru13	app+jsd	mbert	7	-0.025	0.791	-0.025	0.851
dwug_ru13	app+apdp	mbert	7	0.188	0.048	0.188	0.059
dwug_ru13	apd	mbert	8	0.451	0.0	0.451	0.02
dwug_ru13	prt	mbert	8	0.411	0.0	0.411	0.02
dwug_ru13	ap+jsd	mbert	8	0.137	0.152	0.137	0.158
dwug_ru13	ap+apdp	mbert	8	0.314	0.001	0.314	0.02
dwug_ru13	app+jsd	mbert	8	0.073	0.445	0.073	0.475
dwug_ru13	app+apdp	mbert	8	0.203	0.033	0.203	0.02
dwug_ru13	apd	mbert	9	0.405	0.0	0.405	0.02
dwug_ru13	prt	mbert	9	0.384	0.0	0.384	0.02
dwug_ru13	ap+jsd	mbert	9	0.055	0.564	0.055	0.673
dwug_ru13	ap+apdp	mbert	9	0.196	0.039	0.196	0.02
dwug_ru13	app+jsd	mbert	9	0.056	0.561	0.056	0.515
dwug_ru13	app+apdp	mbert	9	0.205	0.031	0.205	0.02
dwug_ru13	apd	mbert	10	0.379	0.0	0.379	0.02
dwug_ru13	prt	mbert	10	0.366	0.0	0.366	0.02
dwug_ru13	ap+jsd	mbert	10	0.082	0.392	0.082	0.455
dwug_ru13	ap+apdp	mbert	10	0.226	0.017	0.226	0.02
dwug_ru13	app+jsd	mbert	10	0.021	0.825	0.021	0.832
dwug_ru13	app+apdp	mbert	10	0.172	0.071	0.172	0.079
dwug_ru13	apd	mbert	11	0.33	0.0	0.33	0.02
dwug_ru13	prt	mbert	11	0.321	0.001	0.321	0.02
dwug_ru13	ap+jsd	mbert	11	0.113	0.239	0.113	0.356
dwug_ru13	ap+apdp	mbert	11	0.256	0.007	0.256	0.02
dwug_ru13	app+jsd	mbert	11	-0.103	0.281	-0.103	0.337
dwug_ru13	app+apdp	mbert	11	0.087	0.365	0.087	0.416
dwug_ru13	apd	mbert	12	0.386	0.0	0.386	0.02
dwug_ru13	prt	mbert	12	0.423	0.0	0.423	0.02
dwug_ru13	ap+jsd	mbert	12	-0.116	0.225	-0.116	0.297
dwug_ru13	ap+apdp	mbert	12	0.161	0.091	0.161	0.178
dwug_ru13	app+jsd	mbert	12	0.042	0.659	0.042	0.713
dwug_ru13	app+apdp	mbert	12	0.142	0.136	0.142	0.218
dwug_ru13	apd	xlm-r	1	0.253	0.007	0.253	0.04
dwug_ru13	prt	xlm-r	1	0.144	0.132	0.144	0.119
dwug_ru13	ap+jsd	xlm-r	1	0.023	0.808	0.023	0.752
dwug_ru13	ap+apdp	xlm-r	1	0.189	0.048	0.189	0.059
dwug_ru13	app+jsd	xlm-r	1	-0.029	0.762	-0.029	0.752
dwug_ru13	app+apdp	xlm-r	1	0.051	0.596	0.051	0.495
dwug_ru13	apd	xlm-r	2	0.236	0.013	0.236	0.04
dwug_ru13	prt	xlm-r	2	0.153	0.11	0.153	0.178
dwug_ru13	ap+jsd	xlm-r	2	-0.025	0.792	-0.025	0.693
dwug_ru13	ap+apdp	xlm-r	2	0.163	0.088	0.163	0.079
dwug_ru13	app+jsd	xlm-r	2	-0.261	0.006	-0.261	0.02
dwug_ru13	app+apdp	xlm-r	2	-0.008	0.932	-0.008	0.832
dwug_ru13	apd	xlm-r	3	0.241	0.011	0.241	0.04
dwug_ru13	prt	xlm-r	3	0.162	0.089	0.162	0.139
dwug_ru13	ap+jsd	xlm-r	3	-0.02	0.833	-0.02	0.772
dwug_ru13	ap+apdp	xlm-r	3	0.094	0.328	0.094	0.416
dwug_ru13	app+jsd	xlm-r	3	-0.144	0.13	-0.144	0.218
dwug_ru13	app+apdp	xlm-r	3	0.153	0.108	0.153	0.218
dwug_ru13	apd	xlm-r	4	0.288	0.002	0.288	0.02
dwug_ru13	prt	xlm-r	4	0.234	0.013	0.234	0.02
dwug_ru13	ap+jsd	xlm-r	4	0.05	0.605	0.05	0.653
dwug_ru13	ap+apdp	xlm-r	4	0.229	0.015	0.229	0.059
dwug_ru13	app+jsd	xlm-r	4	-0.143	0.134	-0.143	0.317
dwug_ru13	app+apdp	xlm-r	4	0.059	0.539	0.059	0.614
dwug_ru13	apd	xlm-r	5	0.373	0.0	0.373	0.02
dwug_ru13	prt	xlm-r	5	0.323	0.001	0.323	0.02
dwug_ru13	ap+jsd	xlm-r	5	0.025	0.798	0.025	0.911
dwug_ru13	ap+apdp	xlm-r	5	0.27	0.004	0.27	0.02
dwug_ru13	app+jsd	xlm-r	5	-0.155	0.104	-0.155	0.119
dwug_ru13	app+apdp	xlm-r	5	0.202	0.033	0.202	0.02
dwug_ru13	apd	xlm-r	6	0.432	0.0	0.432	0.02
dwug_ru13	prt	xlm-r	6	0.384	0.0	0.384	0.02
dwug_ru13	ap+jsd	xlm-r	6	0.291	0.002	0.291	0.02
dwug_ru13	ap+apdp	xlm-r	6	0.438	0.0	0.438	0.02
dwug_ru13	app+jsd	xlm-r	6	-0.022	0.817	-0.022	0.812
dwug_ru13	app+apdp	xlm-r	6	0.264	0.005	0.264	0.02
dwug_ru13	apd	xlm-r	7	0.43	0.0	0.43	0.02
dwug_ru13	prt	xlm-r	7	0.384	0.0	0.384	0.02
dwug_ru13	ap+jsd	xlm-r	7	0.131	0.17	0.131	0.238
dwug_ru13	ap+apdp	xlm-r	7	0.353	0.0	0.353	0.02
dwug_ru13	app+jsd	xlm-r	7	-0.026	0.784	-0.026	0.792
dwug_ru13	app+apdp	xlm-r	7	0.458	0.0	0.458	0.02
dwug_ru13	apd	xlm-r	8	0.427	0.0	0.427	0.02
dwug_ru13	prt	xlm-r	8	0.396	0.0	0.396	0.02
dwug_ru13	ap+jsd	xlm-r	8	0.228	0.016	0.228	0.04
dwug_ru13	ap+apdp	xlm-r	8	0.375	0.0	0.375	0.02
dwug_ru13	app+jsd	xlm-r	8	0.072	0.454	0.072	0.495
dwug_ru13	app+apdp	xlm-r	8	0.267	0.005	0.267	0.02
dwug_ru13	apd	xlm-r	9	0.404	0.0	0.404	0.02
dwug_ru13	prt	xlm-r	9	0.401	0.0	0.401	0.02
dwug_ru13	ap+jsd	xlm-r	9	0.011	0.907	0.011	0.97
dwug_ru13	ap+apdp	xlm-r	9	0.349	0.0	0.349	0.02
dwug_ru13	app+jsd	xlm-r	9	0.164	0.085	0.164	0.139
dwug_ru13	app+apdp	xlm-r	9	0.388	0.0	0.388	0.02
dwug_ru13	apd	xlm-r	10	0.402	0.0	0.402	0.02
dwug_ru13	prt	xlm-r	10	0.431	0.0	0.431	0.02
dwug_ru13	ap+jsd	xlm-r	10	0.194	0.041	0.194	0.04
dwug_ru13	ap+apdp	xlm-r	10	0.367	0.0	0.367	0.02
dwug_ru13	app+jsd	xlm-r	10	0.111	0.247	0.111	0.198
dwug_ru13	app+apdp	xlm-r	10	0.328	0.0	0.328	0.02
dwug_ru13	apd	xlm-r	11	0.401	0.0	0.401	0.02
dwug_ru13	prt	xlm-r	11	0.438	0.0	0.438	0.02
dwug_ru13	ap+jsd	xlm-r	11	0.262	0.005	0.262	0.059
dwug_ru13	ap+apdp	xlm-r	11	0.404	0.0	0.404	0.02
dwug_ru13	app+jsd	xlm-r	11	0.074	0.438	0.074	0.356
dwug_ru13	app+apdp	xlm-r	11	0.312	0.001	0.312	0.02
dwug_ru13	apd	xlm-r	12	0.318	0.001	0.318	0.02
dwug_ru13	prt	xlm-r	12	0.405	0.0	0.405	0.02
dwug_ru13	ap+jsd	xlm-r	12	0.13	0.175	0.13	0.257
dwug_ru13	ap+apdp	xlm-r	12	0.361	0.0	0.361	0.02
dwug_ru13	app+jsd	xlm-r	12	0.111	0.245	0.111	0.297
dwug_ru13	app+apdp	xlm-r	12	0.342	0.0	0.342	0.02
dwug_ru13	apd	xl-lexeme	tuned	0.863	0.0	0.863	0.02
dwug_ru13	prt	xl-lexeme	tuned	0.727	0.0	0.727	0.02
dwug_ru13	ap+jsd	xl-lexeme	tuned	0.117	0.222	0.117	0.198
dwug_ru13	ap+apdp	xl-lexeme	tuned	0.484	0.0	0.484	0.02
dwug_ru13	app+jsd	xl-lexeme	tuned	-0.017	0.859	-0.017	0.931
dwug_ru13	app+apdp	xl-lexeme	tuned	0.364	0.0	0.364	0.02
dwug_no12	apd	bert	1	0.16	0.324	0.16	0.337
dwug_no12	prt	bert	1	0.032	0.845	0.032	0.931
dwug_no12	ap+jsd	bert	1	-0.104	0.524	-0.104	0.693
dwug_no12	ap+apdp	bert	1	0.166	0.305	0.166	0.297
dwug_no12	app+jsd	bert	1	-0.034	0.837	-0.034	0.911
dwug_no12	app+apdp	bert	1	0.356	0.024	0.356	0.079
dwug_no12	apd	bert	2	0.199	0.217	0.199	0.178
dwug_no12	prt	bert	2	0.122	0.453	0.122	0.436
dwug_no12	ap+jsd	bert	2	0.031	0.849	0.031	0.614
dwug_no12	ap+apdp	bert	2	0.204	0.208	0.204	0.158
dwug_no12	app+jsd	bert	2	-0.107	0.509	-0.107	0.673
dwug_no12	app+apdp	bert	2	0.285	0.074	0.285	0.04
dwug_no12	apd	bert	3	0.29	0.069	0.29	0.119
dwug_no12	prt	bert	3	0.25	0.12	0.25	0.099
dwug_no12	ap+jsd	bert	3	-0.118	0.468	-0.118	0.574
dwug_no12	ap+apdp	bert	3	0.177	0.274	0.177	0.297
dwug_no12	app+jsd	bert	3	-0.105	0.519	-0.105	0.455
dwug_no12	app+apdp	bert	3	0.229	0.155	0.229	0.198
dwug_no12	apd	bert	4	0.364	0.021	0.364	0.04
dwug_no12	prt	bert	4	0.378	0.016	0.378	0.04
dwug_no12	ap+jsd	bert	4	-0.281	0.079	-0.281	0.059
dwug_no12	ap+apdp	bert	4	0.017	0.919	0.017	0.97
dwug_no12	app+jsd	bert	4	-0.191	0.239	-0.191	0.337
dwug_no12	app+apdp	bert	4	0.242	0.132	0.242	0.139
dwug_no12	apd	bert	5	0.396	0.012	0.396	0.02
dwug_no12	prt	bert	5	0.44	0.004	0.44	0.02
dwug_no12	ap+jsd	bert	5	-0.318	0.046	-0.318	0.099
dwug_no12	ap+apdp	bert	5	-0.001	0.993	-0.001	0.95
dwug_no12	app+jsd	bert	5	-0.004	0.978	-0.004	0.931
dwug_no12	app+apdp	bert	5	0.297	0.062	0.297	0.079
dwug_no12	apd	bert	6	0.4	0.01	0.4	0.079
dwug_no12	prt	bert	6	0.449	0.004	0.449	0.04
dwug_no12	ap+jsd	bert	6	-0.192	0.234	-0.192	0.257
dwug_no12	ap+apdp	bert	6	0.065	0.692	0.065	0.713
dwug_no12	app+jsd	bert	6	-0.139	0.393	-0.139	0.297
dwug_no12	app+apdp	bert	6	0.261	0.104	0.261	0.178
dwug_no12	apd	bert	7	0.429	0.006	0.429	0.02
dwug_no12	prt	bert	7	0.511	0.001	0.511	0.02
dwug_no12	ap+jsd	bert	7	-0.257	0.11	-0.257	0.158
dwug_no12	ap+apdp	bert	7	0.065	0.689	0.065	0.812
dwug_no12	app+jsd	bert	7	0.148	0.362	0.148	0.257
dwug_no12	app+apdp	bert	7	0.244	0.129	0.244	0.079
dwug_no12	apd	bert	8	0.416	0.008	0.416	0.02
dwug_no12	prt	bert	8	0.449	0.004	0.449	0.02
dwug_no12	ap+jsd	bert	8	-0.165	0.31	-0.165	0.218
dwug_no12	ap+apdp	bert	8	0.156	0.337	0.156	0.356
dwug_no12	app+jsd	bert	8	0.011	0.946	0.011	0.95
dwug_no12	app+apdp	bert	8	0.221	0.171	0.221	0.277
dwug_no12	apd	bert	9	0.429	0.006	0.429	0.02
dwug_no12	prt	bert	9	0.481	0.002	0.481	0.02
dwug_no12	ap+jsd	bert	9	-0.016	0.924	-0.016	0.931
dwug_no12	ap+apdp	bert	9	0.156	0.336	0.156	0.257
dwug_no12	app+jsd	bert	9	-0.106	0.513	-0.106	0.436
dwug_no12	app+apdp	bert	9	0.183	0.257	0.183	0.515
dwug_no12	apd	bert	10	0.418	0.007	0.418	0.02
dwug_no12	prt	bert	10	0.482	0.002	0.482	0.02
dwug_no12	ap+jsd	bert	10	0.151	0.352	0.151	0.475
dwug_no12	ap+apdp	bert	10	0.241	0.135	0.241	0.158
dwug_no12	app+jsd	bert	10	-0.126	0.44	-0.126	0.515
dwug_no12	app+apdp	bert	10	0.155	0.34	0.155	0.317
dwug_no12	apd	bert	11	0.378	0.016	0.378	0.04
dwug_no12	prt	bert	11	0.448	0.004	0.448	0.02
dwug_no12	ap+jsd	bert	11	0.021	0.9	0.021	0.99
dwug_no12	ap+apdp	bert	11	0.271	0.091	0.271	0.099
dwug_no12	app+jsd	bert	11	-0.068	0.677	-0.068	0.713
dwug_no12	app+apdp	bert	11	0.218	0.177	0.218	0.158
dwug_no12	apd	bert	12	0.441	0.004	0.441	0.02
dwug_no12	prt	bert	12	0.507	0.001	0.507	0.02
dwug_no12	ap+jsd	bert	12	0.314	0.049	0.314	0.079
dwug_no12	ap+apdp	bert	12	0.181	0.264	0.181	0.238
dwug_no12	app+jsd	bert	12	-0.227	0.159	-0.227	0.257
dwug_no12	app+apdp	bert	12	0.233	0.149	0.233	0.297
dwug_no12	apd	mbert	1	0.143	0.377	0.143	0.317
dwug_no12	prt	mbert	1	-0.005	0.976	-0.005	0.812
dwug_no12	ap+jsd	mbert	1	-0.237	0.14	-0.237	0.178
dwug_no12	ap+apdp	mbert	1	-0.008	0.963	-0.008	0.931
dwug_no12	app+jsd	mbert	1	0.03	0.852	0.03	0.792
dwug_no12	app+apdp	mbert	1	0.15	0.355	0.15	0.317
dwug_no12	apd	mbert	2	0.155	0.34	0.155	0.376
dwug_no12	prt	mbert	2	-0.02	0.902	-0.02	0.95
dwug_no12	ap+jsd	mbert	2	-0.23	0.153	-0.23	0.218
dwug_no12	ap+apdp	mbert	2	0.062	0.705	0.062	0.733
dwug_no12	app+jsd	mbert	2	-0.249	0.121	-0.249	0.139
dwug_no12	app+apdp	mbert	2	-0.03	0.856	-0.03	0.95
dwug_no12	apd	mbert	3	0.17	0.295	0.17	0.356
dwug_no12	prt	mbert	3	0.042	0.796	0.042	0.772
dwug_no12	ap+jsd	mbert	3	0.016	0.92	0.016	0.772
dwug_no12	ap+apdp	mbert	3	0.068	0.679	0.068	0.792
dwug_no12	app+jsd	mbert	3	-0.465	0.003	-0.465	0.02
dwug_no12	app+apdp	mbert	3	-0.102	0.532	-0.102	0.554
dwug_no12	apd	mbert	4	0.168	0.299	0.168	0.277
dwug_no12	prt	mbert	4	0.019	0.905	0.019	0.713
dwug_no12	ap+jsd	mbert	4	-0.123	0.45	-0.123	0.297
dwug_no12	ap+apdp	mbert	4	0.139	0.394	0.139	0.416
dwug_no12	app+jsd	mbert	4	-0.121	0.456	-0.121	0.535
dwug_no12	app+apdp	mbert	4	0.038	0.818	0.038	0.752
dwug_no12	apd	mbert	5	0.192	0.235	0.192	0.198
dwug_no12	prt	mbert	5	0.096	0.558	0.096	0.752
dwug_no12	ap+jsd	mbert	5	-0.027	0.871	-0.027	0.891
dwug_no12	ap+apdp	mbert	5	0.1	0.541	0.1	0.436
dwug_no12	app+jsd	mbert	5	-0.201	0.213	-0.201	0.139
dwug_no12	app+apdp	mbert	5	0.1	0.539	0.1	0.653
dwug_no12	apd	mbert	6	0.18	0.266	0.18	0.297
dwug_no12	prt	mbert	6	0.104	0.523	0.104	0.713
dwug_no12	ap+jsd	mbert	6	-0.076	0.643	-0.076	0.535
dwug_no12	ap+apdp	mbert	6	0.127	0.436	0.127	0.416
dwug_no12	app+jsd	mbert	6	-0.39	0.013	-0.39	0.02
dwug_no12	app+apdp	mbert	6	-0.08	0.625	-0.08	0.554
dwug_no12	apd	mbert	7	0.262	0.103	0.262	0.158
dwug_no12	prt	mbert	7	0.161	0.32	0.161	0.257
dwug_no12	ap+jsd	mbert	7	-0.114	0.484	-0.114	0.396
dwug_no12	ap+apdp	mbert	7	0.064	0.693	0.064	0.673
dwug_no12	app+jsd	mbert	7	-0.233	0.148	-0.233	0.119
dwug_no12	app+apdp	mbert	7	0.119	0.464	0.119	0.495
dwug_no12	apd	mbert	8	0.291	0.069	0.291	0.079
dwug_no12	prt	mbert	8	0.227	0.159	0.227	0.119
dwug_no12	ap+jsd	mbert	8	-0.114	0.484	-0.114	0.535
dwug_no12	ap+apdp	mbert	8	-0.001	0.997	-0.001	0.851
dwug_no12	app+jsd	mbert	8	0.008	0.959	0.008	0.99
dwug_no12	app+apdp	mbert	8	0.226	0.161	0.226	0.158
dwug_no12	apd	mbert	9	0.257	0.109	0.257	0.158
dwug_no12	prt	mbert	9	0.243	0.131	0.243	0.099
dwug_no12	ap+jsd	mbert	9	0.005	0.974	0.005	0.931
dwug_no12	ap+apdp	mbert	9	0.134	0.408	0.134	0.515
dwug_no12	app+jsd	mbert	9	0.01	0.951	0.01	1.0
dwug_no12	app+apdp	mbert	9	0.063	0.701	0.063	0.574
dwug_no12	apd	mbert	10	0.226	0.16	0.226	0.139
dwug_no12	prt	mbert	10	0.212	0.189	0.212	0.178
dwug_no12	ap+jsd	mbert	10	-0.127	0.436	-0.127	0.594
dwug_no12	ap+apdp	mbert	10	0.051	0.756	0.051	0.772
dwug_no12	app+jsd	mbert	10	-0.153	0.345	-0.153	0.455
dwug_no12	app+apdp	mbert	10	0.179	0.269	0.179	0.297
dwug_no12	apd	mbert	11	0.196	0.227	0.196	0.158
dwug_no12	prt	mbert	11	0.197	0.223	0.197	0.238
dwug_no12	ap+jsd	mbert	11	-0.232	0.151	-0.232	0.238
dwug_no12	ap+apdp	mbert	11	0.211	0.192	0.211	0.218
dwug_no12	app+jsd	mbert	11	-0.276	0.085	-0.276	0.139
dwug_no12	app+apdp	mbert	11	0.195	0.228	0.195	0.257
dwug_no12	apd	mbert	12	0.279	0.081	0.279	0.119
dwug_no12	prt	mbert	12	0.219	0.174	0.219	0.277
dwug_no12	ap+jsd	mbert	12	0.035	0.832	0.035	0.733
dwug_no12	ap+apdp	mbert	12	0.07	0.669	0.07	0.792
dwug_no12	app+jsd	mbert	12	-0.021	0.897	-0.021	0.99
dwug_no12	app+apdp	mbert	12	0.241	0.134	0.241	0.139
dwug_no12	apd	xlm-r	1	0.145	0.373	0.145	0.416
dwug_no12	prt	xlm-r	1	0.028	0.864	0.028	0.871
dwug_no12	ap+jsd	xlm-r	1	-0.019	0.908	-0.019	0.871
dwug_no12	ap+apdp	xlm-r	1	0.145	0.372	0.145	0.218
dwug_no12	app+jsd	xlm-r	1	-0.101	0.533	-0.101	0.594
dwug_no12	app+apdp	xlm-r	1	0.09	0.58	0.09	0.614
dwug_no12	apd	xlm-r	2	0.153	0.347	0.153	0.376
dwug_no12	prt	xlm-r	2	0.092	0.573	0.092	0.752
dwug_no12	ap+jsd	xlm-r	2	-0.025	0.88	-0.025	0.851
dwug_no12	ap+apdp	xlm-r	2	0.111	0.495	0.111	0.495
dwug_no12	app+jsd	xlm-r	2	-0.021	0.898	-0.021	0.891
dwug_no12	app+apdp	xlm-r	2	0.085	0.601	0.085	0.614
dwug_no12	apd	xlm-r	3	0.171	0.292	0.171	0.317
dwug_no12	prt	xlm-r	3	0.111	0.495	0.111	0.475
dwug_no12	ap+jsd	xlm-r	3	-0.06	0.712	-0.06	0.733
dwug_no12	ap+apdp	xlm-r	3	0.214	0.184	0.214	0.178
dwug_no12	app+jsd	xlm-r	3	0.05	0.759	0.05	0.851
dwug_no12	app+apdp	xlm-r	3	0.074	0.65	0.074	0.713
dwug_no12	apd	xlm-r	4	0.143	0.379	0.143	0.356
dwug_no12	prt	xlm-r	4	0.102	0.531	0.102	0.772
dwug_no12	ap+jsd	xlm-r	4	-0.016	0.921	-0.016	0.832
dwug_no12	ap+apdp	xlm-r	4	0.193	0.232	0.193	0.218
dwug_no12	app+jsd	xlm-r	4	-0.143	0.378	-0.143	0.277
dwug_no12	app+apdp	xlm-r	4	0.002	0.991	0.002	0.812
dwug_no12	apd	xlm-r	5	0.165	0.308	0.165	0.436
dwug_no12	prt	xlm-r	5	0.137	0.401	0.137	0.416
dwug_no12	ap+jsd	xlm-r	5	0.033	0.842	0.033	0.733
dwug_no12	ap+apdp	xlm-r	5	0.219	0.175	0.219	0.119
dwug_no12	app+jsd	xlm-r	5	-0.183	0.259	-0.183	0.198
dwug_no12	app+apdp	xlm-r	5	0.023	0.89	0.023	0.891
dwug_no12	apd	xlm-r	6	0.172	0.287	0.172	0.238
dwug_no12	prt	xlm-r	6	0.181	0.263	0.181	0.297
dwug_no12	ap+jsd	xlm-r	6	0.031	0.848	0.031	0.792
dwug_no12	ap+apdp	xlm-r	6	0.21	0.192	0.21	0.277
dwug_no12	app+jsd	xlm-r	6	-0.073	0.655	-0.073	0.713
dwug_no12	app+apdp	xlm-r	6	0.215	0.183	0.215	0.198
dwug_no12	apd	xlm-r	7	0.191	0.238	0.191	0.337
dwug_no12	prt	xlm-r	7	0.192	0.236	0.192	0.218
dwug_no12	ap+jsd	xlm-r	7	-0.051	0.754	-0.051	0.653
dwug_no12	ap+apdp	xlm-r	7	0.191	0.238	0.191	0.317
dwug_no12	app+jsd	xlm-r	7	-0.043	0.792	-0.043	0.812
dwug_no12	app+apdp	xlm-r	7	0.247	0.124	0.247	0.139
dwug_no12	apd	xlm-r	8	0.197	0.223	0.197	0.238
dwug_no12	prt	xlm-r	8	0.292	0.068	0.292	0.079
dwug_no12	ap+jsd	xlm-r	8	-0.109	0.504	-0.109	0.436
dwug_no12	ap+apdp	xlm-r	8	0.116	0.476	0.116	0.376
dwug_no12	app+jsd	xlm-r	8	0.097	0.553	0.097	0.475
dwug_no12	app+apdp	xlm-r	8	0.262	0.102	0.262	0.139
dwug_no12	apd	xlm-r	9	0.19	0.239	0.19	0.238
dwug_no12	prt	xlm-r	9	0.351	0.026	0.351	0.02
dwug_no12	ap+jsd	xlm-r	9	0.045	0.783	0.045	0.95
dwug_no12	ap+apdp	xlm-r	9	0.284	0.076	0.284	0.079
dwug_no12	app+jsd	xlm-r	9	0.045	0.783	0.045	0.832
dwug_no12	app+apdp	xlm-r	9	0.174	0.282	0.174	0.257
dwug_no12	apd	xlm-r	10	0.191	0.238	0.191	0.257
dwug_no12	prt	xlm-r	10	0.373	0.018	0.373	0.059
dwug_no12	ap+jsd	xlm-r	10	-0.041	0.801	-0.041	0.851
dwug_no12	ap+apdp	xlm-r	10	0.154	0.342	0.154	0.554
dwug_no12	app+jsd	xlm-r	10	0.188	0.246	0.188	0.277
dwug_no12	app+apdp	xlm-r	10	0.234	0.147	0.234	0.139
dwug_no12	apd	xlm-r	11	0.215	0.183	0.215	0.218
dwug_no12	prt	xlm-r	11	0.36	0.023	0.36	0.02
dwug_no12	ap+jsd	xlm-r	11	-0.211	0.19	-0.211	0.198
dwug_no12	ap+apdp	xlm-r	11	0.167	0.304	0.167	0.297
dwug_no12	app+jsd	xlm-r	11	0.01	0.949	0.01	0.95
dwug_no12	app+apdp	xlm-r	11	0.345	0.029	0.345	0.099
dwug_no12	apd	xlm-r	12	0.195	0.227	0.195	0.218
dwug_no12	prt	xlm-r	12	0.387	0.014	0.387	0.02
dwug_no12	ap+jsd	xlm-r	12	-0.1	0.539	-0.1	0.574
dwug_no12	ap+apdp	xlm-r	12	0.223	0.167	0.223	0.139
dwug_no12	app+jsd	xlm-r	12	-0.14	0.39	-0.14	0.416
dwug_no12	app+apdp	xlm-r	12	0.226	0.161	0.226	0.119
dwug_no12	apd	xl-lexeme	tuned	0.659	0.0	0.659	0.02
dwug_no12	prt	xl-lexeme	tuned	0.764	0.0	0.764	0.02
dwug_no12	ap+jsd	xl-lexeme	tuned	0.297	0.063	0.297	0.099
dwug_no12	ap+apdp	xl-lexeme	tuned	0.502	0.001	0.502	0.02
dwug_no12	app+jsd	xl-lexeme	tuned	0.273	0.088	0.273	0.119
dwug_no12	app+apdp	xl-lexeme	tuned	0.561	0.0	0.561	0.02
dwug_no23	apd	bert	1	0.234	0.146	0.234	0.139
dwug_no23	prt	bert	1	0.161	0.321	0.161	0.218
dwug_no23	ap+jsd	bert	1	-0.048	0.771	-0.048	0.851
dwug_no23	ap+apdp	bert	1	0.149	0.359	0.149	0.614
dwug_no23	app+jsd	bert	1	0.099	0.544	0.099	0.475
dwug_no23	app+apdp	bert	1	0.12	0.461	0.12	0.317
dwug_no23	apd	bert	2	0.288	0.071	0.288	0.079
dwug_no23	prt	bert	2	0.349	0.027	0.349	0.04
dwug_no23	ap+jsd	bert	2	-0.039	0.811	-0.039	0.634
